Date,Daily Max 8-hour CO Concentration,units_CO,Daily Mean PM2.5 Concentration,units_PM,Daily Max 8-hour Ozone Concentration,units_O3
10/29/2018,0.2,ppm,7.2,ug/m3 LC,0.037,ppm
10/30/2018,0.7,ppm,8.2,ug/m3 LC,0.038,ppm
10/31/2018,0.8,ppm,15.5,ug/m3 LC,0.043,ppm
11/01/2018,0.3,ppm,6,ug/m3 LC,0.034,ppm
11/01/2018,0.3,ppm,9.1,ug/m3 LC,0.034,ppm
11/02/2018,0.2,ppm,6.2,ug/m3 LC,0.026,ppm
11/03/2018,0.4,ppm,8.5,ug/m3 LC,0.034,ppm
11/04/2018,0.5,ppm,6.2,ug/m3 LC,0.032,ppm
11/04/2018,0.5,ppm,9.3,ug/m3 LC,0.032,ppm
11/05/2018,0.2,ppm,7.7,ug/m3 LC,0.014,ppm
11/06/2018,0.4,ppm,7.5,ug/m3 LC,0.026,ppm
11/07/2018,0.5,ppm,6.5,ug/m3 LC,0.035,ppm
11/07/2018,0.5,ppm,8.5,ug/m3 LC,0.035,ppm
11/08/2018,0.6,ppm,11.1,ug/m3 LC,0.035,ppm
11/09/2018,0.3,ppm,7.6,ug/m3 LC,0.017,ppm
11/10/2018,0.2,ppm,4.3,ug/m3 LC,0.036,ppm
11/10/2018,0.2,ppm,7.5,ug/m3 LC,0.036,ppm
11/11/2018,0.3,ppm,10.2,ug/m3 LC,0.034,ppm
11/12/2018,0.3,ppm,12.3,ug/m3 LC,0.021,ppm
11/13/2018,0.3,ppm,2.8,ug/m3 LC,0.018,ppm
11/13/2018,0.3,ppm,7.1,ug/m3 LC,0.018,ppm
11/14/2018,0.2,ppm,10.6,ug/m3 LC,0.024,ppm
11/15/2018,0.2,ppm,7,ug/m3 LC,0.026,ppm
11/16/2018,0.8,ppm,4.1,ug/m3 LC,0.026,ppm
11/16/2018,0.8,ppm,7.5,ug/m3 LC,0.026,ppm
11/17/2018,0.9,ppm,13.9,ug/m3 LC,0.031,ppm
11/18/2018,0.6,ppm,20.4,ug/m3 LC,0.032,ppm
11/19/2018,0.5,ppm,13.7,ug/m3 LC,0.028,ppm
11/19/2018,0.5,ppm,18.8,ug/m3 LC,0.028,ppm
11/20/2018,0.5,ppm,12.9,ug/m3 LC,0.032,ppm
11/21/2018,0.5,ppm,10.2,ug/m3 LC,0.03,ppm
11/22/2018,0.6,ppm,8.3,ug/m3 LC,0.028,ppm
11/22/2018,0.6,ppm,13.5,ug/m3 LC,0.028,ppm
11/23/2018,0.2,ppm,8.6,ug/m3 LC,0.035,ppm
11/24/2018,0.2,ppm,7.2,ug/m3 LC,0.018,ppm
11/25/2018,0.7,ppm,7.7,ug/m3 LC,0.025,ppm
11/25/2018,0.7,ppm,12.4,ug/m3 LC,0.025,ppm
11/26/2018,0.7,ppm,11.6,ug/m3 LC,0.024,ppm
11/27/2018,0.2,ppm,4.3,ug/m3 LC,0.023,ppm
11/28/2018,0.2,ppm,5.2,ug/m3 LC,0.029,ppm
11/28/2018,0.2,ppm,9,ug/m3 LC,0.029,ppm
11/29/2018,0.5,ppm,10.2,ug/m3 LC,0.025,ppm
11/30/2018,0.5,ppm,13,ug/m3 LC,0.034,ppm
12/01/2018,0.3,ppm,13.4,ug/m3 LC,0.028,ppm
12/01/2018,0.3,ppm,16.6,ug/m3 LC,0.028,ppm
12/02/2018,0.2,ppm,8.5,ug/m3 LC,0.024,ppm
12/03/2018,0.5,ppm,12.9,ug/m3 LC,0.03,ppm
12/04/2018,0.5,ppm,2.5,ug/m3 LC,0.019,ppm
12/04/2018,0.5,ppm,5.9,ug/m3 LC,0.019,ppm
12/05/2018,0.2,ppm,6.9,ug/m3 LC,0.024,ppm
12/06/2018,0.4,ppm,9.1,ug/m3 LC,0.025,ppm
12/07/2018,0.4,ppm,9.7,ug/m3 LC,0.028,ppm
12/07/2018,0.4,ppm,14.3,ug/m3 LC,0.028,ppm
12/08/2018,0.5,ppm,14.7,ug/m3 LC,0.027,ppm
12/09/2018,0.2,ppm,10.5,ug/m3 LC,NA,NA
12/10/2018,0.2,ppm,7.1,ug/m3 LC,0.029,ppm
12/10/2018,0.2,ppm,11.7,ug/m3 LC,0.029,ppm
12/11/2018,0.6,ppm,15.7,ug/m3 LC,0.032,ppm
12/12/2018,0.7,ppm,15.5,ug/m3 LC,0.025,ppm
12/13/2018,0.6,ppm,17.1,ug/m3 LC,0.015,ppm
12/13/2018,0.6,ppm,21.4,ug/m3 LC,0.015,ppm
12/14/2018,0.7,ppm,14.5,ug/m3 LC,0.022,ppm
12/15/2018,0.4,ppm,7.4,ug/m3 LC,0.012,ppm
12/16/2018,0.4,ppm,3.4,ug/m3 LC,0.026,ppm
12/16/2018,0.4,ppm,7.6,ug/m3 LC,0.026,ppm
12/17/2018,0.3,ppm,7,ug/m3 LC,0.032,ppm
12/18/2018,0.3,ppm,11.4,ug/m3 LC,0.027,ppm
12/19/2018,0.6,ppm,11.1,ug/m3 LC,NA,NA
12/19/2018,0.6,ppm,16,ug/m3 LC,NA,NA
12/20/2018,0.5,ppm,10.2,ug/m3 LC,0.03,ppm
12/21/2018,0.2,ppm,6.8,ug/m3 LC,0.038,ppm
12/22/2018,0.2,ppm,1.9,ug/m3 LC,0.023,ppm
12/22/2018,0.2,ppm,5.1,ug/m3 LC,0.023,ppm
12/23/2018,0.7,ppm,8.6,ug/m3 LC,0.03,ppm
12/24/2018,0.6,ppm,9.5,ug/m3 LC,0.031,ppm
12/25/2018,0.8,ppm,9.1,ug/m3 LC,0.032,ppm
12/25/2018,0.8,ppm,13.5,ug/m3 LC,0.032,ppm
12/26/2018,0.5,ppm,15.5,ug/m3 LC,0.03,ppm
12/27/2018,0.5,ppm,14.2,ug/m3 LC,0.029,ppm
12/28/2018,0.2,ppm,4,ug/m3 LC,0.029,ppm
12/28/2018,0.2,ppm,7,ug/m3 LC,0.029,ppm
12/29/2018,0.8,ppm,8.2,ug/m3 LC,0.029,ppm
12/30/2018,1,ppm,12,ug/m3 LC,0.016,ppm
12/31/2018,0.5,ppm,8.9,ug/m3 LC,NA,NA
12/31/2018,0.5,ppm,12.5,ug/m3 LC,NA,NA
10/11/2018,NA,NA,3.2,ug/m3 LC,NA,NA
01/15/2018,NA,NA,10.6,ug/m3 LC,NA,NA
09/17/2018,NA,NA,NA,NA,0.024,ppm
09/18/2018,NA,NA,NA,NA,0.032,ppm
